gene_id	EV_4	DNMT3B_4	DNMT3B_2	EV_3	DNMT3B_3
YCR073W-A	925	718	747	977	767
YCR075C	201	151	153	199	166
YCR075W-A	114	105	106	85	98
YCR076C	651	529	536	532	524
YCR077C	1065	1167	1270	1173	1351
YCR079W	1105	887	976	1079	1010
YCR081C-A	43	22	21	32	36
YCR081W	181	170	148	194	197
YCR082W	1054	964	859	1009	935
YCR083W	1749	1300	901	1407	1065
YCR084C	746	834	1207	767	1064
YCR085W	3	1	1	2	3
YCR086W	65	115	133	97	104
YCR087C-A	30	78	123	66	111
YCR087W	26	76	128	55	113
YCR088W	1406	1423	1385	1016	1440
YCR089W	150	153	323	278	217
YCR090C	150	168	193	186	193
YCR091W	1660	1303	1065	1542	1296
YCR092C	325	205	177	244	189
YCR093W	596	712	723	728	742
YCR094W	199	211	259	252	228
YCR095C	159	205	210	217	189
YCR095W-A	15	17	23	29	17
YCR096C	2	4	2	2	2
YCR097W	1052	769	592	1039	752
YCR097W-A	0	0	0	0	0
YCR098C	97	186	495	146	443
YCR099C	76	104	117	128	130
YCR100C	108	125	149	146	133
YCR101C	33	52	78	82	56
YCR102C	97	161	120	94	123
YCR102W-A	0	3	4	4	2
YCR104W	4	3	5	7	1
YCR105W	152	119	160	193	132
YCR106W	77	74	114	188	109
YCR107W	249	99	131	300	133
YCR108C	0	0	0	0	1
YDL001W	174	165	248	190	225
YDL002C	320	337	325	359	361
YDL003W	40	63	112	49	89
YDL004W	2856	2936	1796	1576	2522
YDL005C	393	387	442	550	489
YDL006W	207	206	253	257	217
YDL007C-A	3	6	11	6	11
YDL007W	1616	1892	1456	1353	1737
YDL008W	144	213	214	116	194
YDL009C	206	205	281	249	282
YDL010W	365	496	764	538	579
YDL011C	97	106	154	130	141
YDL012C	259	321	438	321	305
YDL013W	544	462	507	556	484
YDL014W	271	705	1129	466	989
YDL015C	896	1113	1081	1030	1199
YDL016C	37	51	42	41	38
YDL017W	131	136	168	132	145
YDL018C	177	181	258	232	249
YDL019C	1455	1076	1141	1587	1259
YDL020C	1975	2688	2513	1967	2692
YDL021W	605	696	758	519	771
YDL022C-A	13	4	6	16	10
YDL022W	7792	4763	5196	7430	5572
YDL023C	976	677	762	1036	752
YDL024C	392	261	280	541	279
YDL025C	1315	919	1100	1847	1023
YDL025W-A	217	139	169	310	166
YDL026W	90	90	129	88	101
YDL027C	837	848	892	710	877
YDL028C	278	238	333	353	351
YDL029W	1427	1481	1761	1312	1619
YDL030W	292	251	238	314	253
YDL031W	271	313	312	347	324
YDL032W	15	17	10	10	6
YDL033C	103	141	140	125	156
YDL034W	38	29	48	37	44
YDL035C	851	575	650	965	650
YDL036C	112	125	146	161	156
YDL037C	20	32	34	19	31
YDL039C	108	108	106	62	113
YDL040C	263	382	463	368	445
YDL041W	23	22	41	33	30
YDL042C	239	192	262	326	243
YDL043C	105	114	152	153	141
YDL044C	98	151	130	106	154
YDL045C	432	390	406	403	356
YDL045W-A	242	332	262	231	347
YDL046W	4442	3546	2760	3569	3291
YDL047W	747	704	869	932	730
YDL048C	1684	2418	1317	969	1324
YDL049C	134	103	322	254	194
YDL050C	61	119	209	167	194
YDL051W	135	219	476	357	370
YDL052C	355	393	584	376	427
YDL053C	464	451	475	497	483
YDL054C	1423	755	930	2756	881
YDL055C	2266	4305	8764	2871	5510
YDL056W	324	359	332	322	339
YDL057W	268	177	237	262	253
YDL058W	146	176	193	168	157
YDL059C	91	47	56	65	39
YDL060W	121	207	263	198	235
YDL061C	613	1189	1723	1298	1412
YDL062W	19	12	14	9	12
YDL063C	50	101	94	55	103
YDL064W	206	268	338	249	290
YDL065C	432	470	489	455	473
YDL066W	2341	1953	2019	3638	1929
YDL067C	3238	2899	1952	2754	2547
YDL068W	24	38	41	33	44
YDL069C	83	91	93	99	86
YDL070W	1686	1729	1678	1375	1498
YDL071C	21	15	21	18	16
YDL072C	2146	2203	2363	1602	2099
YDL073W	96	95	128	102	106
YDL074C	229	247	326	245	260
YDL075W	889	1747	2500	2052	2252
YDL076C	313	244	317	506	240
YDL077C	120	140	152	153	154
YDL078C	4478	2858	2342	3367	2585
YDL079C	4170	2650	3186	5161	3217
YDL080C	186	169	326	366	224
YDL081C	659	1390	2217	1816	1939
YDL082W	470	1092	1571	1077	1381
YDL083C	575	1334	1940	1498	1689
YDL084W	808	922	1339	908	1145
YDL085C-A	53	34	69	125	44
YDL085W	3544	924	1706	5520	1471
YDL086C-A	1135	729	896	1039	746
YDL086W	1828	1211	1428	1684	1096
YDL087C	67	78	133	91	82
YDL088C	652	681	671	658	733
YDL089W	283	241	265	264	235
YDL090C	128	117	166	137	146
YDL091C	843	598	557	643	654
YDL092W	276	288	359	413	340
YDL093W	117	191	327	181	244
YDL094C	14	15	21	16	11
YDL095W	728	687	1074	678	866
YDL096C	36	27	45	34	51
YDL097C	1634	1672	1464	1310	1637
YDL098C	75	104	185	100	150
YDL099W	616	642	758	650	665
YDL100C	522	880	1112	517	966
YDL101C	72	148	259	104	211
YDL102W	95	127	155	116	177
YDL103C	153	232	289	163	284
YDL104C	133	135	118	190	131
YDL105W	50	60	102	96	85
YDL106C	365	341	446	350	434
YDL107W	222	278	262	175	250
YDL108W	173	185	180	203	181
YDL109C	95	143	160	179	130
YDL110C	4194	2193	2880	4356	2663
YDL111C	156	167	203	221	188
YDL112W	123	202	241	266	247
YDL113C	666	495	646	791	603
YDL114W	33	25	93	92	46
YDL114W-A	61	48	56	70	45
YDL115C	891	790	771	1069	848
YDL116W	187	226	311	210	282
YDL117W	143	205	292	152	193
YDL118W	50	59	45	50	57
YDL119C	197	212	209	181	206
YDL120W	385	444	437	434	443
YDL121C	87	157	220	269	211
YDL122W	396	509	563	421	518
YDL123W	1081	795	781	1140	750
YDL124W	10889	12113	9064	7546	9381
YDL125C	4400	3833	4522	3934	3774
YDL126C	7589	6875	5279	5532	6554
YDL127W	135	119	215	161	161
YDL128W	1457	1720	1322	1607	1428
YDL129W	267	229	172	351	193
YDL130W	565	1101	1268	1030	1249
YDL130W-A	5475	4334	2602	3477	3194
YDL131W	1369	1403	4048	4001	3011
YDL132W	802	625	625	706	610
YDL133C-A	123	242	305	265	262
YDL133W	405	373	564	545	441
YDL134C	1464	1403	1512	1229	1350
YDL135C	300	322	450	365	384
YDL136W	264	392	599	567	492
YDL137W	2457	2376	2604	2353	2503
YDL138W	377	342	400	424	344
YDL139C	183	159	141	227	148
YDL140C	965	1142	1150	971	1273
YDL141W	437	329	366	747	400
YDL142C	443	323	307	499	321
YDL143W	517	739	823	526	809
YDL144C	557	614	625	657	627
YDL145C	749	901	1280	828	1185
YDL146W	276	235	263	231	220
YDL147W	1578	1707	1232	1217	1415
YDL148C	62	140	187	150	171
YDL149W	353	255	271	394	292
YDL150W	129	212	262	213	231
YDL151C	50	50	87	64	80
YDL152W	12	20	25	27	21
YDL153C	187	342	398	331	418
YDL154W	197	193	169	210	162
YDL155W	239	288	425	337	352
YDL156W	18	27	57	27	48
YDL157C	42	104	212	88	161
YDL158C	75	65	72	83	65
YDL159C-B	44	42	57	54	55
YDL159W	336	305	418	382	349
YDL159W-A	0	0	3	0	0
YDL160C	205	351	344	224	409
YDL160C-A	82	63	80	89	76
YDL161W	342	428	630	380	588
YDL162C	0	1	1	0	1
YDL163W	3	3	11	9	4
YDL164C	145	166	243	149	223
YDL165W	209	227	319	332	250
YDL166C	88	190	273	131	233
YDL167C	89	71	97	134	69
YDL168W	450	714	626	487	650
YDL169C	1161	613	588	980	672
YDL170W	674	326	530	1853	387
YDL171C	1892	1655	2594	4482	2712
YDL172C	673	671	1082	952	918
YDL173W	1249	1166	1861	1648	1637
YDL174C	2321	2054	3521	3265	3238
YDL175C	368	268	328	543	274
YDL176W	216	225	251	218	244
YDL177C	84	93	130	110	108
YDL178W	597	674	711	735	749
YDL179W	158	254	364	228	306
YDL180W	236	255	313	377	261
YDL181W	1447	1095	670	1085	910
YDL182W	1052	1332	3353	4624	2491
YDL183C	338	304	371	446	395
YDL184C	82	182	227	202	229
YDL185C-A	21	29	23	28	29
YDL185W	3078	3999	4253	3336	4220
YDL186W	37	43	75	64	64
YDL187C	7	5	8	2	5
YDL188C	664	462	413	596	441
YDL189W	146	142	206	211	187
YDL190C	507	512	459	447	492
YDL191W	388	738	1101	922	909
YDL192W	563	800	1500	680	1115
YDL193W	485	441	573	547	536
YDL194W	912	911	737	1020	907
YDL195W	1056	1100	1469	1086	1416
YDL196W	5	7	5	12	8
YDL197C	893	553	615	849	571
YDL198C	629	573	998	1472	735
YDL199C	1071	568	574	943	707
YDL200C	457	283	406	501	431
YDL201W	210	263	310	264	272
YDL202W	194	304	263	167	302
YDL203C	232	257	300	308	244
YDL204W	15164	9969	4608	8798	7961
YDL205C	402	361	239	317	261
YDL206W	464	383	444	527	395
YDL207W	431	388	377	473	380
YDL208W	203	404	580	293	470
YDL209C	55	80	99	76	90
YDL210W	441	606	1207	602	829
YDL211C	35	49	92	76	70
YDL212W	674	714	926	781	889
YDL213C	119	191	323	217	251
YDL214C	2585	1340	1474	2636	1726
YDL215C	4470	4418	4991	5579	5367
YDL216C	237	177	202	251	205
YDL217C	108	156	207	162	165
YDL218W	1737	3644	2376	1744	3928
YDL219W	17	42	46	24	48
YDL220C	143	165	209	206	141
YDL221W	84	86	100	132	86
YDL222C	8692	3908	1464	3929	2469
YDL223C	15717	5250	1944	5605	3055
YDL224C	475	474	507	498	541
YDL225W	236	320	449	287	369
YDL226C	161	220	401	241	293
YDL227C	21	30	104	61	48
YDL228C	664	1940	2633	1688	2296
YDL229W	1036	2759	4499	2581	3558
YDL230W	548	281	339	531	323
YDL231C	409	483	631	570	582
YDL232W	182	188	247	216	237
YDL233W	300	323	428	342	364
YDL234C	1740	1853	2600	1843	2134
YDL235C	137	161	201	166	171
YDL236W	197	466	595	287	437
YDL237W	668	632	664	742	617
YDL238C	277	281	217	206	188
YDL239C	156	120	97	137	105
YDL240C-A	0	1	2	0	4
YDL240W	63	86	140	75	106
YDL241W	1	7	10	8	5
YDL242W	20	18	30	23	23
YDL243C	282	432	273	266	412
YDL244W	91	47	83	132	79
YDL245C	7	7	14	12	16
YDL246C	1	1	0	0	0
YDL247W	21	38	29	42	29
YDL247W-A	5	5	8	7	4
YDL248W	221	220	310	212	221
YDR001C	3857	3273	2991	3318	3115
YDR002W	871	1296	1450	783	1379
YDR003W	951	674	800	900	734
YDR003W-A	202	152	145	180	140
YDR004W	178	147	293	280	231
YDR005C	538	642	898	741	772
YDR006C	777	727	839	1104	857
YDR007W	340	223	310	543	259
YDR008C	232	105	208	354	154
YDR009W	434	796	675	412	867
YDR010C	68	77	70	42	99
YDR011W	1149	1056	1188	2041	1192
YDR012W	460	1014	1442	1230	1263
YDR013W	63	96	145	81	127
YDR014W	64	77	106	93	114
YDR014W-A	23	182	248	21	197
YDR015C	7	73	117	6	83
YDR016C	167	132	172	249	160
YDR017C	385	444	564	539	580
YDR018C	824	574	533	917	601
YDR019C	530	606	995	786	595
YDR020C	69	75	80	120	87
YDR021W	42	63	58	40	59
YDR022C	272	223	167	211	229
YDR023W	455	1097	1478	843	1353
YDR024W	0	2	2	4	3
YDR025W	795	1590	2070	1835	1823
YDR026C	145	197	263	183	190
YDR027C	319	273	337	314	349
YDR028C	1280	1446	1321	1009	1386
YDR029W	41	62	30	21	34
YDR030C	510	394	284	451	352
YDR031W	476	456	356	438	469
YDR032C	4659	3971	2952	3661	3674
YDR033W	4302	9025	7244	5519	6984
YDR034C	784	1234	1558	1091	1458
YDR034C-A	0	0	0	0	0
YDR034C-C	0	0	0	0	0
YDR034C-D	0	0	0	0	0
YDR034W-B	645	480	662	1011	513
YDR035W	3750	2044	3852	7216	2584
YDR036C	291	405	298	296	382
YDR037W	1439	1382	2629	3124	1853
YDR038C	28	40	45	31	38
YDR039C	1	1	0	3	1
YDR040C	57	40	62	259	60
YDR041W	750	667	742	851	720
YDR042C	17	17	37	22	39
YDR043C	1911	826	2295	4891	1661
YDR044W	174	336	667	190	533
YDR045C	40	56	74	62	72
YDR046C	586	1164	1387	1045	1211
YDR047W	188	335	461	230	374
YDR048C	25	27	24	27	20
YDR049W	288	268	231	216	209
YDR050C	9519	19320	28534	11107	20588
YDR051C	472	376	469	455	453
YDR052C	122	165	342	206	218
YDR053W	18	13	41	19	22
YDR054C	919	807	1064	1110	936
YDR055W	4334	11813	10689	5687	9854
YDR056C	673	850	1568	819	1215
YDR057W	371	377	368	362	378
YDR058C	337	322	304	351	318
YDR059C	1451	1139	840	1461	1025
YDR060W	117	244	304	189	299
YDR061W	400	480	450	419	460
YDR062W	439	579	875	539	681
YDR063W	472	364	388	483	372
YDR064W	817	1841	3476	2402	2636
YDR065W	38	56	68	43	55
YDR066C	67	79	85	70	75
YDR067C	399	397	407	399	393
YDR068W	436	453	526	529	459
YDR069C	464	418	392	559	462
YDR070C	5808	2272	1413	3696	1875
YDR071C	777	789	864	829	825
YDR072C	830	566	943	868	707
YDR073W	302	201	277	374	233
YDR074W	7662	6242	6600	8703	7362
YDR075W	114	149	198	177	186
YDR076W	264	152	189	331	154
YDR077W	56967	76228	69701	52788	77797
YDR078C	179	122	148	192	139
YDR079C-A	162	141	133	173	124
YDR079W	404	347	290	388	362
YDR080W	346	230	216	557	188
YDR081C	205	214	258	268	260
YDR082W	199	200	202	253	195
YDR083W	148	215	206	191	230
YDR084C	308	287	308	309	314
YDR085C	1097	967	869	868	791
YDR086C	386	387	716	425	539
YDR087C	66	102	179	89	158
YDR088C	250	248	292	279	250
YDR089W	371	225	311	356	255
YDR090C	320	272	350	498	310
YDR091C	168	343	630	357	474
YDR092W	475	431	553	826	508
YDR093W	105	145	265	176	216
YDR094W	0	0	0	0	0
YDR095C	4	5	11	4	8
YDR096W	2133	1253	1388	2092	1349
YDR097C	118	148	242	207	216
YDR098C	178	299	470	391	371
YDR098C-A	0	0	0	0	0
YDR098C-B	0	0	0	0	0
YDR099W	4814	3444	3320	4304	3332
YDR100W	688	387	398	533	414
YDR101C	82	195	288	165	253
YDR102C	1	6	4	3	4
YDR103W	315	335	424	387	387
YDR104C	159	172	164	159	130
YDR105C	778	545	518	764	510
YDR106W	23	27	33	26	30
YDR107C	231	236	314	397	254
YDR108W	137	135	154	178	154
YDR109C	177	142	211	260	178
YDR110W	96	93	138	157	100
YDR111C	151	121	278	288	223
YDR112W	9	8	31	30	17
YDR113C	104	142	218	151	183
YDR114C	15	16	13	13	21
YDR115W	320	400	395	303	453
YDR116C	391	640	546	397	652
YDR117C	172	160	221	218	181
YDR118W	66	99	90	79	76
YDR118W-A	1	0	1	1	0
YDR119W	213	221	232	291	244
YDR119W-A	19783	10521	9994	18852	12464
YDR120C	296	278	322	614	349
YDR121W	110	161	288	244	231
YDR122W	1040	859	1052	1096	1007
YDR123C	101	92	185	176	139
YDR124W	203	188	222	202	159
YDR125C	189	170	193	181	186
YDR126W	576	154	303	1049	169
YDR127W	2769	1892	2955	4531	2335
YDR128W	394	378	390	459	348
YDR129C	3922	3640	3842	3277	3796
YDR130C	138	108	196	174	181
YDR131C	136	133	164	161	137
YDR132C	238	234	313	331	262
YDR133C	2302	1704	3311	5857	2903
YDR135C	777	776	874	887	821
YDR136C	6	4	5	8	4
YDR137W	272	231	237	296	239
YDR138W	118	140	168	189	158
YDR139C	402	369	388	470	342
YDR140W	153	163	200	231	171
YDR141C	298	444	406	347	456
YDR142C	378	298	342	445	385
YDR143C	424	378	456	487	434
YDR144C	28	38	69	44	50
YDR145W	476	556	635	575	535
YDR146C	93	204	364	103	313
YDR147W	45	58	93	71	76
YDR148C	4295	3990	2350	2712	3308
YDR149C	8	12	12	10	19
YDR150W	785	512	535	724	528
YDR151C	591	528	490	654	526
YDR152W	253	408	435	354	401
YDR153C	655	598	673	643	713
YDR154C	16	11	14	14	15
YDR155C	8489	7103	6481	8085	7103
YDR156W	186	139	261	421	194
YDR157W	1	1	1	2	1
YDR158W	9118	2444	4124	13960	2866
YDR159W	144	178	201	203	196
YDR160W	405	407	463	429	440
YDR161W	146	231	304	274	285
YDR162C	225	260	366	368	292
YDR163W	435	404	393	608	428
YDR164C	237	338	383	289	327
YDR165W	144	157	197	196	163
YDR166C	470	402	365	436	418
YDR167W	337	362	377	416	388
YDR168W	780	886	761	635	767
YDR169C	535	494	733	724	658
YDR169C-A	4	1	3	20	6
YDR170C	610	680	790	671	801
YDR170W-A	0	0	0	0	0
YDR171W	15543	11095	8336	11893	10346
YDR172W	934	1184	1255	1063	1233
YDR173C	381	255	251	476	256
YDR174W	760	819	943	1016	845
YDR175C	310	401	356	330	453
YDR176W	379	397	462	486	474
YDR177W	1302	954	960	1348	1010
YDR178W	6404	4800	2905	3673	4143
YDR179C	69	75	114	98	78
YDR179W-A	91	61	98	138	92
YDR180W	32	52	82	48	83
YDR181C	261	248	270	271	239
YDR182W	650	639	646	672	642
YDR182W-A	13	17	26	15	13
YDR183C-A	0	3	1	0	2
YDR183W	63	74	84	86	81
YDR184C	36	70	79	68	76
YDR185C	238	124	159	401	141
YDR186C	1773	1747	2170	3096	2201
YDR187C	171	188	219	241	206
YDR188W	1295	1416	1666	1538	1491
YDR189W	329	329	493	351	399
YDR190C	299	532	624	372	545
YDR191W	29	23	70	33	53
YDR192C	185	182	229	242	216
YDR193W	30	24	41	42	29
YDR194C	275	417	416	276	484
YDR194W-A	0	0	0	0	2
YDR195W	309	263	283	335	253
YDR196C	895	679	599	824	694
YDR197W	399	347	313	347	360
YDR198C	135	168	154	197	147
YDR199W	118	103	83	120	114
YDR200C	372	293	310	338	300
YDR201W	116	135	174	116	166
YDR202C	773	614	512	596	570
YDR203W	145	99	108	130	110
YDR204W	1294	935	705	926	794
YDR205W	323	266	398	315	336
YDR206W	582	550	556	701	522
YDR207C	199	188	404	371	353
YDR208W	1097	894	1039	1320	1012
YDR209C	137	102	197	145	156
YDR210C-C	0	0	0	0	0
YDR210C-D	0	0	0	0	0
YDR210W	80	67	124	64	65
YDR210W-A	0	0	0	0	0
YDR210W-B	0	0	0	0	0
YDR211W	294	414	594	460	503
YDR212W	422	634	607	403	634
YDR213W	39	81	200	69	112
YDR214W	1126	979	724	863	804
YDR215C	15	17	12	7	15
YDR216W	1839	1753	1759	2060	2043
YDR217C	116	129	173	145	164
YDR218C	126	123	299	245	170
YDR219C	466	389	370	423	441
YDR220C	15	16	27	24	6
YDR221W	175	226	265	277	255
YDR222W	305	323	368	438	267
YDR223W	400	300	310	507	301
YDR224C	6650	5769	6088	5798	6058
YDR225W	9270	6573	6232	7885	6767
YDR226W	995	1758	2581	1450	2063
YDR227W	256	257	293	299	249
YDR228C	241	228	268	261	247
YDR229W	727	612	631	741	704
YDR230W	778	583	511	631	584
YDR231C	1456	1047	869	1192	1114
YDR232W	1330	1576	1571	1478	1643
YDR233C	2557	3981	6124	4963	5016
YDR234W	644	886	1688	1275	1189
YDR235W	120	172	239	150	167
YDR236C	224	205	186	235	190
YDR237W	183	324	285	183	376
YDR238C	617	838	1119	667	1007
YDR239C	287	247	226	338	235
YDR240C	94	84	128	116	114
YDR241W	0	1	3	1	1
YDR242W	278	265	377	680	304
YDR243C	132	136	155	229	150
YDR244W	359	334	387	526	427
YDR245W	227	287	407	281	332
YDR246W	534	550	582	586	557
YDR246W-A	23	30	33	27	34
YDR247W	946	926	735	1139	792
YDR248C	520	499	301	305	354
YDR249C	124	100	145	126	98
YDR250C	3	5	9	2	3
YDR251W	1039	944	1395	1040	1199
YDR252W	55	32	63	78	62
YDR253C	148	107	127	199	102
YDR254W	412	238	258	363	235
YDR255C	564	480	544	577	598
YDR256C	468	826	1309	1118	1157
YDR257C	80	151	196	167	156
YDR258C	6414	6878	4502	7630	6091
YDR259C	197	156	152	210	154
YDR260C	162	163	194	257	224
YDR261C	165	196	263	150	200
YDR261C-C	0	0	0	0	0
YDR261C-D	0	0	0	0	0
YDR261W-A	0	0	0	0	0
YDR261W-B	0	0	0	0	0
YDR262W	3448	2979	2724	3233	2906
YDR263C	211	179	154	177	132
YDR264C	518	504	555	719	565
YDR265W	214	232	257	278	262
YDR266C	234	205	253	234	227
YDR267C	210	271	262	296	331
YDR268W	61	99	118	76	112
YDR269C	26	20	29	49	29
YDR270W	457	380	389	719	461
YDR271C	124	89	86	156	111
YDR272W	1442	1250	1197	1227	1251
YDR273W	315	199	173	217	178
YDR274C	39	67	172	116	120
YDR275W	769	607	544	772	587
YDR276C	7156	5810	5205	6440	4955
YDR277C	504	550	534	685	442
YDR278C	1	0	0	1	0
YDR279W	150	139	222	195	200
YDR280W	175	181	257	205	224
YDR281C	17	15	35	52	26
YDR282C	179	201	185	188	192
YDR283C	218	244	275	268	274
YDR284C	774	463	976	745	664
YDR285W	135	101	191	177	148
YDR286C	120	142	133	124	145
YDR287W	584	520	480	547	526
YDR288W	435	319	306	472	329
YDR289C	172	229	221	142	209
YDR290W	11	22	18	13	17
YDR291W	140	167	207	199	191
YDR292C	250	392	595	325	503
YDR293C	6909	5111	4498	5565	4483
YDR294C	909	1165	1157	872	1057
YDR295C	104	160	217	152	167
YDR296W	419	597	456	346	619
YDR297W	898	2172	3929	2699	2571
YDR298C	2751	3514	1938	1523	2884
YDR299W	39	77	119	43	112
YDR300C	116	190	337	229	273
YDR301W	144	163	193	229	187
YDR302W	117	148	153	135	167
YDR303C	91	119	196	131	129
YDR304C	1093	812	820	910	793
YDR305C	284	214	243	256	215
YDR306C	806	667	812	1077	783
YDR307W	218	231	275	231	279
YDR308C	105	122	123	99	134
YDR309C	246	222	604	536	521
YDR310C	579	550	792	763	694
YDR311W	203	197	206	223	216
YDR312W	92	156	176	144	184
YDR313C	983	646	547	898	656
YDR314C	110	123	111	79	153
YDR315C	98	90	118	111	123
YDR316W	189	302	204	155	323
YDR316W-A	0	0	0	0	0
YDR316W-B	0	0	0	0	0
YDR317W	102	101	125	140	134
YDR318W	149	153	171	163	186
YDR319C	461	383	490	538	436
YDR320C	325	339	328	330	331
YDR320C-A	345	336	325	313	351
YDR320W-B	1	5	3	0	3
YDR321W	96	160	275	156	193
YDR322C-A	1074	994	722	831	892
YDR322W	347	549	386	277	493
YDR323C	76	85	107	95	99
YDR324C	78	128	149	89	135
YDR325W	136	126	190	212	152
YDR326C	259	284	397	315	331
YDR327W	1067	902	1027	1025	1014
YDR328C	1759	1738	1924	1830	1813
YDR329C	1332	1030	974	1407	1096
YDR330W	1163	854	801	1075	894
YDR331W	128	179	203	147	209
YDR332W	171	226	182	164	193
YDR333C	164	209	267	242	239
YDR334W	354	408	391	461	445
YDR335W	822	828	927	810	915
YDR336W	117	147	163	195	183
YDR337W	218	377	315	213	364
YDR338C	440	371	398	477	409
YDR339C	139	286	314	227	284
YDR340W	1	0	0	1	0
YDR341C	866	828	1394	2284	1070
YDR342C	411	554	159	184	175
YDR343C	6163	5369	2180	3014	2979
YDR344C	8	6	8	5	9
YDR345C	320	321	304	198	289
YDR346C	1219	2063	2123	1450	2006
YDR347W	415	716	507	414	731
YDR348C	537	560	1053	812	820
YDR349C	568	606	793	794	680
YDR350C	447	462	421	502	500
YDR351W	337	326	412	316	319
YDR352W	154	200	343	262	286
YDR353W	1776	2219	2668	1970	2498
YDR354C-A	100	66	154	384	111
YDR354W	617	323	843	1949	582
YDR355C	1	1	3	1	3
YDR356W	71	98	131	68	99
YDR357C	773	692	510	717	627
YDR358W	1306	848	876	1082	923
YDR359C	411	309	378	478	409
YDR360W	22	15	27	32	21
YDR361C	84	131	236	228	223
YDR362C	345	291	326	374	333
YDR363W	235	246	280	244	250
YDR363W-A	492	522	603	577	530
YDR364C	194	228	227	248	241
YDR365C	92	146	252	146	212
YDR365W-A	0	0	0	0	0
YDR365W-B	0	0	0	0	0
YDR366C	1	3	1	3	1
YDR367W	259	240	253	311	276
YDR368W	670	816	647	516	766
YDR369C	95	105	128	105	106
YDR370C	43	57	115	85	71
YDR371C-A	4	4	9	1	3
YDR371W	131	121	154	166	137
YDR372C	389	560	592	403	573
YDR373W	296	364	357	319	347
YDR374C	16	75	106	21	87
YDR374W-A	166	178	284	239	223
YDR375C	382	487	431	499	526
YDR376W	323	301	293	301	337
YDR377W	2236	2107	1522	1617	1966
YDR378C	182	236	361	330	319
YDR379C-A	368	290	255	309	259
YDR379W	356	350	450	449	474
YDR380W	431	506	1216	759	862
YDR381C-A	904	637	494	825	592
YDR381W	1763	1572	2172	2317	1954
YDR382W	465	893	1686	1235	1290
YDR383C	204	189	219	288	247
YDR384C	240	191	1260	2070	560
YDR385W	709	1491	2088	1339	1907
YDR386W	128	169	210	166	172
YDR387C	604	703	539	593	630
YDR388W	2351	2137	2081	1832	2100
YDR389W	312	342	499	452	411
YDR390C	342	268	338	422	358
YDR391C	760	878	835	628	724
YDR392W	307	290	340	303	314
YDR393W	175	181	167	245	190
YDR394W	1232	1381	1092	973	1347
YDR395W	183	262	312	221	294
YDR396W	817	743	749	897	679
YDR397C	828	777	773	911	737
YDR398W	127	206	302	158	214
YDR399W	1391	1487	2448	2970	2160
YDR400W	117	169	346	160	191
YDR401W	36	34	30	24	26
YDR402C	52	60	64	63	56
YDR403W	178	255	300	335	253
YDR404C	332	371	392	396	387
YDR405W	771	793	1056	935	955
YDR406W	2009	1367	667	1303	979
YDR406W-A	3	1	1	4	2
YDR407C	69	120	169	115	148
YDR408C	579	508	739	828	552
YDR409W	290	332	383	384	333
YDR410C	86	80	126	88	101
YDR411C	647	585	674	565	595
YDR412W	196	201	237	266	253
YDR413C	144	172	199	195	184
YDR414C	147	141	159	194	152
YDR415C	196	189	226	230	226
YDR416W	136	168	189	146	158
YDR417C	481	753	1179	846	980
YDR418W	811	1481	2147	1608	1791
YDR419W	171	174	179	203	174
YDR420W	421	535	599	521	606
YDR421W	452	408	366	335	401
YDR422C	510	424	511	544	465
YDR423C	432	382	425	421	384
YDR424C	425	326	344	345	374
YDR425W	588	376	495	885	517
YDR426C	125	131	126	137	128
YDR427W	662	856	675	589	823
YDR428C	82	130	170	103	162
YDR429C	480	880	942	432	975
YDR430C	335	476	377	307	419
YDR431W	2	2	3	5	2
YDR432W	901	1509	1927	1361	1814
YDR433W	11	4	5	8	9
YDR434W	327	344	519	364	429
YDR435C	649	589	753	702	744
YDR436W	1182	800	837	1185	859
YDR437W	22	38	60	46	37
YDR438W	363	266	296	333	273
YDR439W	127	162	156	147	165
YDR440W	44	71	167	78	117
YDR441C	294	470	592	463	591
YDR442W	71	85	54	48	56
YDR443C	193	276	248	197	256
YDR444W	294	346	399	366	360
YDR445C	71	83	58	55	77
YDR446W	7	43	76	14	50
YDR447C	553	1034	1427	1176	1253
YDR448W	52	58	78	51	63
YDR449C	26	73	73	41	78
YDR450W	747	1430	1981	1506	1697
YDR451C	130	70	117	162	90
YDR452W	1345	1042	1076	1351	1086
YDR453C	2765	1726	929	2267	1278
YDR454C	331	416	652	449	520
YDR455C	43	42	45	49	38
YDR456W	842	774	745	802	779
YDR457W	637	750	638	701	718
YDR458C	480	488	431	466	454
YDR459C	168	172	271	271	248
YDR460W	314	282	295	351	336
YDR461C-A	352	163	209	401	220
YDR461W	559	610	2253	661	1068
YDR462W	444	443	447	515	527
YDR463W	1273	1024	1125	1524	1166
YDR464C-A	16	24	24	31	26
YDR464W	229	255	366	323	312
YDR465C	75	216	349	263	344
YDR466W	627	533	550	670	559
YDR467C	222	146	178	221	182
YDR468C	370	420	444	411	420
YDR469W	114	139	208	189	151
YDR470C	353	351	315	368	392
YDR471W	575	1071	1257	1163	1070
YDR472W	98	134	176	121	146
YDR473C	249	306	352	318	333
YDR475C	1167	1205	1526	1433	1455
YDR476C	750	475	623	1054	589
YDR477W	1190	1076	1028	1431	1165
YDR478W	74	65	73	79	72
YDR479C	1336	936	973	1203	990
YDR480W	276	241	312	316	275
