gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
YPL036W	1296.15850876377	-1.64810271263924	0.255042427891285	-6.46207270792514	1.03278450662235e-10	1.42209936194477e-08
YDL085W	2628.31756974291	-1.79007943370725	0.277266009919963	-6.45618059791747	1.07378458957497e-10	1.44709608305699e-08
YIL164C	444.57852058277	-1.85968853663251	0.289592998576778	-6.4217316916226	1.34732747763267e-10	1.77791088402611e-08
YBL029W	805.627359961715	-1.27962347239799	0.19955154512844	-6.4124959371994	1.43156241967572e-10	1.85051354412776e-08
YBL094C	523.566022828753	-1.23072794750325	0.192258215216865	-6.40143229310126	1.53926070524622e-10	1.94993546140591e-08
YPL230W	5113.2273007071	-1.05862908689427	0.166797768775426	-6.3467820622924	2.19865248749942e-10	2.7306401678081e-08
YOR202W	714.841994737754	-1.84658905124039	0.292370756556893	-6.31591569891176	2.68566427535938e-10	3.27134567694736e-08
YNR068C	242.060519307893	-1.57994616136148	0.250376820278503	-6.31027328969214	2.78543164907858e-10	3.32885359721957e-08
YBR105C	1057.83447189062	-1.21654375109949	0.193318977594563	-6.29293495256779	3.11518904362475e-10	3.65400137079984e-08
YOL118C	107.187122571883	-1.6368090486897	0.262328499295858	-6.23953955854292	4.38860764085319e-10	5.05408014493893e-08
YDR374C	59.8671383828826	2.20838861553711	0.355648199634451	6.2094750312443	5.31618952168176e-10	6.01299007684505e-08
YGR066C	370.815919968461	-1.3036068053754	0.212540850557081	-6.13344118064165	8.59982237517898e-10	9.55636402182169e-08
YER179W	241.561256574021	1.5006122354222	0.245298193661695	6.11750218385945	9.50534585606765e-10	1.03804932159194e-07
YHR063C	491.583573786243	-1.4705564897145	0.241872245730652	-6.07988934518805	1.20265514498177e-09	1.2911216420872e-07
YPL188W	665.764329317674	-1.14751201758138	0.188970888845831	-6.0724274759461	1.25991004633502e-09	1.33004503891433e-07
YHR079C-A	46.6269613545074	4.64894987272821	0.76728082555539	6.05899394053423	1.36975552345571e-09	1.42230024353581e-07
YBR046C	1824.14977864461	-1.46248230319419	0.241546807982153	-6.05465381808002	1.40719955412084e-09	1.43761322190346e-07
YLR367W	356.913333090726	1.81763621339554	0.300524447394369	6.04821414415682	1.46460202347665e-09	1.47250622487319e-07
YGR285C	560.560556708743	1.20653420561807	0.199688106590698	6.04209347375462	1.5212728362289e-09	1.50558471010529e-07
YOR271C	482.856173051161	-1.42395446210725	0.236403784688089	-6.02339959990919	1.70791071634609e-09	1.66429330420556e-07
YLR438W	2179.1729208784	-1.44476618915153	0.240310035171664	-6.01209262076581	1.8314362754468e-09	1.7576238437394e-07
YGR281W	1282.9657399697	-1.02178534757112	0.170110606392988	-6.00659399926303	1.89461152691889e-09	1.79111483753795e-07
YOR161W-B	293.076407953531	-1.21283416570929	0.202961442894473	-5.97568754149965	2.29121782759264e-09	2.10327155361909e-07
YPR041W	537.950960569551	1.15607121782957	0.19344558744584	5.97620877836381	2.28390268911215e-09	2.10327155361909e-07
YJL213W	126.296207631222	-1.4616689366116	0.245528224760167	-5.95316052987132	2.63013084234237e-09	2.37989267934237e-07
YNR034W	536.94161685085	-1.1718577446447	0.197360534353056	-5.9376498370661	2.89136757394025e-09	2.57942566385036e-07
YDR126W	447.680216532028	-2.01514738132134	0.339768179090845	-5.93094793842523	3.01190710268896e-09	2.60515008960066e-07
YIL056W	1192.13720567829	-1.39256689480504	0.23486472587788	-5.92922964314836	3.04359183186689e-09	2.60515008960066e-07
YLR044C	37796.2832151644	1.02310247967546	0.172457767199614	5.93248130419808	2.98390376154016e-09	2.60515008960066e-07
YBR045C	253.144845247848	-1.20069739368346	0.202964274419778	-5.91580659756964	3.30253093203353e-09	2.78909745646672e-07
YER175C	2393.43714381611	-1.92183714745717	0.325090961450557	-5.91169049696714	3.38614349517334e-09	2.82208327610894e-07
YNR017W	588.607581062679	1.06330034749608	0.179982946866839	5.90778385400461	3.46740543349889e-09	2.85227870334831e-07
YJL185C	458.390466608795	-1.28215198922194	0.217380938234065	-5.89818039998235	3.67532023161798e-09	2.9845485060344e-07
YPL160W	1207.40834193531	-1.63445769759595	0.277439876538591	-5.89121404604072	3.83368594951458e-09	3.07374263344625e-07
YHR029C	769.145340969614	-2.20125036419601	0.375415733380159	-5.86350056343257	4.5320930968163e-09	3.58828470940431e-07
YBR297W	740.905775400354	-1.15854269100006	0.198242467546488	-5.84406916105592	5.09408622279593e-09	3.98344964631968e-07
YEL039C	2222.34203313951	-1.54665215140255	0.265845295744201	-5.8178654133145	5.96038607247351e-09	4.60403480281063e-07
YOR186W	386.553376262002	-2.14446575818894	0.369110883849461	-5.80981448128617	6.25421081231062e-09	4.77279172110548e-07
YIL050W	1900.26314894652	-1.45330395679607	0.25053939307257	-5.80070039674406	6.60384997718429e-09	4.97961735184349e-07
YKL030W	533.856139254884	-1.52766280586888	0.266877081021224	-5.72421880523861	1.03910758391652e-08	7.74318521944383e-07
YKL029C	1302.5807653143	-1.47320605397293	0.258327986859264	-5.70285113852386	1.17819870307792e-08	8.67757044801811e-07
YKL153W	22659.7702496086	1.40648070624415	0.246928634519274	5.69589958241304	1.22723096886691e-08	8.93480569747471e-07
YIL165C	368.124486026361	-1.68570397836732	0.296194055482148	-5.6912147531905	1.26138740287619e-08	9.07912251115657e-07
YHR028W-A	71.9325786446334	-2.12361351431065	0.373688791152762	-5.68283974416167	1.32476393773607e-08	9.42815144002277e-07
YCR014C	310.693232422429	-1.24688157819524	0.219891788840373	-5.67043264676149	1.4243735915618e-08	9.73959789579917e-07
YKL152C	30143.1160110377	1.43485114427026	0.252963903663676	5.67215766158456	1.41010109260409e-08	9.73959789579917e-07
YOR108C-A	105.934111736106	-2.35959132082026	0.416171776975281	-5.66975333591737	1.43003252969581e-08	9.73959789579917e-07
YOR361C	777.498935229395	1.02055914816194	0.179901506320511	5.67287717059867	1.40418913553807e-08	9.73959789579917e-07
YPL250C	3156.42087646569	-2.02243722309423	0.358171393698854	-5.64656267550687	1.63687508338356e-08	1.10297518916505e-06
YHR021W-A	81.8870740657887	-1.67534984874505	0.297367634067676	-5.63393475553485	1.76143683084361e-08	1.17441483016457e-06
YOR186C-A	258.404537384509	-2.05573813111177	0.369095195017128	-5.56966917712481	2.5522346804488e-08	1.68394317353778e-06
YCR107W	183.233795324735	-1.24503150384967	0.224631850725418	-5.54254216322845	2.98111589933364e-08	1.94408330459678e-06
YER053C-A	1385.51847315418	-1.32490960431044	0.239111213191426	-5.54097646290536	3.00789649274526e-08	1.94408330459678e-06
YPL018W	563.421416948545	-1.32466660387793	0.239329441541712	-5.53490868212742	3.11390547939282e-08	1.99227043499738e-06
YHR022C	104.854727236751	-1.43350833601998	0.259472121479864	-5.52471043071664	3.30029468254778e-08	2.09040665192576e-06
YGR068C	258.800042659517	-1.25762697119558	0.229018828686377	-5.49136932718228	3.98829353151299e-08	2.50117338897062e-06
YNL248C	136.876798369956	1.44812095910804	0.265140307248177	5.46171562572933	4.71555028960375e-08	2.92826426807355e-06
YER174C	486.951553348681	-1.30781144205233	0.239631112226091	-5.45760285425045	4.82605601279879e-08	2.96779017330753e-06
YGL256W	16422.0415358948	2.4827936356225	0.459980955650997	5.39760093351838	6.75378806707431e-08	4.11331669392775e-06
YNL196C	211.864196150592	1.59750770655673	0.296537822150384	5.38719713718874	7.15649259464707e-08	4.31706896138043e-06
YDR146C	211.161944508605	1.50480446717254	0.2802762556097	5.36900446275431	7.91724606035328e-08	4.73092797606393e-06
YPL017C	733.086789289387	-1.11826804382267	0.208769028012634	-5.35648440991444	8.48568183179515e-08	5.02320642267201e-06
YGL180W	1000.75280783231	-1.6828091789905	0.31448144670259	-5.35106028236368	8.74403853526998e-08	5.1282166742963e-06
YJL210W	1059.66891686493	-0.948197385214824	0.177596256213191	-5.33906178785991	9.34288018805183e-08	5.42915624872663e-06
YBL096C	121.711411401321	-1.27548636276504	0.239167559213517	-5.33302412316859	9.65904739357571e-08	5.56185510826441e-06
YCL009C	4591.21565309848	-1.17608498364579	0.221005784921747	-5.32151221318582	1.02908200791381e-07	5.87225715146493e-06
YPL012W	264.822258402897	1.13807128096645	0.214171007080683	5.31384381331181	1.07336627098267e-07	6.07026960750378e-06
YMR049C	202.584326900382	1.33877553468458	0.252156091986337	5.30931267271194	1.10039416806737e-07	6.16805014206966e-06
YPL004C	14866.3946491583	-1.11705225142942	0.21219848840903	-5.26418571500946	1.4081205531026e-07	7.82371542399285e-06
YPL121C	25.7061041088462	4.01613909019419	0.764794844484108	5.25126328865785	1.51059571881872e-07	8.32009850695459e-06
YDR050C	17572.6438415723	1.07541728774338	0.205933890497796	5.22214816193593	1.76859370775168e-07	9.6571315042234e-06
YEL026W	216.572990254946	1.57818291412532	0.302627671147447	5.2149326204754	1.83884063272447e-07	9.9548859552793e-06
YKL060C	60284.5981086997	1.23659088198598	0.237473848999936	5.20727182042818	1.91637269079733e-07	1.02866988334833e-05
YLR060W	580.63263067867	1.06209437134487	0.204163044960758	5.20218716148663	1.9695672340799e-07	1.04833940005564e-05
YLR307C-A	3161.11193058493	-1.78089142799227	0.342936292888545	-5.19306782315708	2.06856783473677e-07	1.09185905543522e-05
YLR303W	1671.78855382465	-1.86855322439984	0.360601482180822	-5.18176800910335	2.19792484318862e-07	1.1505500790708e-05
YGL117W	2700.81535269839	-1.45470502060022	0.282375141807796	-5.15167521930947	2.58169855256948e-07	1.34036710098156e-05
YJR005C-A	29.4983913729614	2.84794757509526	0.553620763687591	5.14422102979931	2.68633109501681e-07	1.38335131348264e-05
YGR159C	339.253079061617	1.06164186466537	0.206667567921418	5.13695436271378	2.79226729712154e-07	1.42630814999741e-05
YBR111C	3811.69529131722	-1.72483722811275	0.337590118903499	-5.10926455346224	3.23415238441634e-07	1.63880969623145e-05
YLR222C	115.38731178277	1.44848856189682	0.284817850507081	5.0856663629684	3.66337551899807e-07	1.84157305851855e-05
YIL163C	62.2254216038076	-1.66511648239211	0.32784431914557	-5.07898531452902	3.79456037454466e-07	1.89249963876897e-05
YGR142W	689.345881327254	1.35888932490773	0.267732529707552	5.07554807177173	3.86380652715007e-07	1.91198051116942e-05
YOR161W-A	125.26628394453	-1.49061672120582	0.293959868280297	-5.07081708100537	3.96111356190089e-07	1.94493746520002e-05
YNL014W	964.403692307329	-1.10294718739039	0.218340757751863	-5.05149473120291	4.38366030725091e-07	2.11954995313949e-05
YNL195C	3711.36836942373	-1.61694923032785	0.320030967747222	-5.05247739526572	4.36115984779478e-07	2.11954995313949e-05
YAL037C-B	28420.9922076057	1.23508216012302	0.244965995568656	5.04185145067154	4.61049143663862e-07	2.21233733027795e-05
YLR293C	1021.64569191046	1.09609384267295	0.217501144637697	5.03948539902522	4.66785237188318e-07	2.2230208213164e-05
YBR092C	758.201365338214	1.59546190139236	0.317388774369835	5.02683784125664	4.98633650541371e-07	2.33951521668818e-05
YGR254W	65820.3400059263	1.01704383111387	0.202303836643466	5.02730866595615	4.97411371431502e-07	2.33951521668818e-05
YNL013C	178.321214198554	-1.36207017774041	0.271478846702522	-5.01722397263947	5.24234408744015e-07	2.44154466542984e-05
YHL021C	8402.31735780668	-0.991197720354397	0.197896602033438	-5.00866467725868	5.48089682865577e-07	2.53401463596392e-05
YDR446W	37.00095810991	2.3631001323629	0.472299889853951	5.00338912442609	5.63310711229862e-07	2.58551452531155e-05
YBR035C	1781.99200817553	-0.865373671633839	0.173149253722518	-4.99784811675048	5.79736178235852e-07	2.63159405830138e-05
YHR065C	165.073803640003	1.16696472729347	0.233523288673448	4.99720920308432	5.81659564512462e-07	2.63159405830138e-05
YJL211C	366.937928937467	-0.951937244300914	0.191058533864488	-4.98243771186946	6.27882053377193e-07	2.82057086956818e-05
YOL131W	109.676453239446	1.5123270155829	0.303617342095944	4.98102975654468	6.32468126829764e-07	2.8211641657322e-05
YMR118C	1284.07481749932	-1.50294098364864	0.302042272729789	-4.97592926336238	6.49353590422697e-07	2.87622772149466e-05
YPL054W	1512.1005493937	-1.1857145945073	0.23873460252171	-4.96666416172107	6.81143958396271e-07	2.99608738366804e-05
YDL054C	1340.63154536461	-1.32171521356298	0.267255401373169	-4.94551356781547	7.59433805147818e-07	3.3174163598664e-05
YAL038W	37841.9961080508	1.25686283255788	0.25497393311122	4.92937774940952	8.249193573137e-07	3.5676389592684e-05
YLR327C	22288.2633144258	-0.833218369521837	0.16905596775328	-4.92865398716852	8.27980623638229e-07	3.5676389592684e-05
YKL065W-A	444.428504946822	-1.64722954627883	0.334391821732916	-4.92604615071746	8.39101870188765e-07	3.59112922011867e-05
YBR285W	2398.35508872315	-0.996509220863369	0.202863498284987	-4.91221550100378	9.00529957114669e-07	3.82815889151967e-05
YPR059C	245.931676552195	-1.60223315101562	0.326449339886359	-4.90806062457771	9.19814244065757e-07	3.88406894794167e-05
YGR052W	1472.16641205726	-0.990032759354363	0.202198702281532	-4.89633587250172	9.76401254357755e-07	4.09571228152452e-05
YGR029W	443.334032503329	-1.08442830684316	0.221935730532583	-4.88622676592381	1.02786805772849e-06	4.28323439319228e-05
YDL014W	697.739214777049	1.30136314144001	0.267904869335788	4.85755688079301	1.18843003267738e-06	4.91994498495328e-05
YDR044W	371.963077278057	1.40802213724241	0.290369490130895	4.84907052944057	1.2404131539377e-06	5.10180319288403e-05
YHR096C	4146.84891011837	-1.25432787489627	0.258814071987316	-4.84644387866878	1.25694122617082e-06	5.1364295010103e-05
YAL040C	316.907880995935	0.960044842619623	0.198296026490384	4.8414729211237	1.28880240584674e-06	5.23286822989311e-05
RUF21	24.0641884086704	5.27151061880631	1.09195517161253	4.82758885698731	1.38196032911178e-06	5.57537370993251e-05
YNL117W	3746.89684885715	-1.32212603713947	0.274040277861112	-4.82456829871392	1.40306832947279e-06	5.6247055689118e-05
YER070W	237.338248230381	2.15798558715307	0.447764670881779	4.81946372165399	1.43944624094103e-06	5.73424684913237e-05
YDR055W	8443.01502185018	1.06369522456689	0.221054523479582	4.81191340409344	1.49492129097397e-06	5.91801966064319e-05
YHR216W	782.450124378022	2.71296088622918	0.563977616880116	4.81040524486963	1.50624596776566e-06	5.92581488188054e-05
YOR108W	497.234316761557	-2.07940575135083	0.433085334382276	-4.80137651005144	1.57578671992161e-06	6.16113153332313e-05
YLR200W	174.680083014032	1.06072600130861	0.221042367710142	4.7987452011895	1.59662756659791e-06	6.20431840909888e-05
YHR052W	202.618687963188	1.02674106960838	0.214017430182991	4.7974647145818	1.60686504443527e-06	6.20602633625182e-05
YHR047C	455.588476474071	-1.01798580979297	0.212963178709955	-4.78010243817507	1.75205899296114e-06	6.69105570240465e-05
YKL050C	377.797516282407	-1.07574752266761	0.225055154030768	-4.77992840155325	1.75357632870094e-06	6.69105570240465e-05
YHR174W	6734.20120669687	1.68844686254863	0.353616598774253	4.7747952680992	1.79890167497436e-06	6.82290012532193e-05
YDR185C	211.833328929549	-1.22036863766049	0.255841012641491	-4.77002738951235	1.84200871609546e-06	6.94481143318371e-05
YNL067W	535.071992969957	1.53937242831175	0.323376967014183	4.76030325389325	1.93302290885843e-06	7.24483260633685e-05
YPR194C	556.393044771719	1.15041001920757	0.243491234991368	4.72464653295775	2.30515949738417e-06	8.58875309201841e-05
YNL300W	248.03116944966	2.11783531206948	0.450059362078012	4.70567994028836	2.53021215535988e-06	9.37214256844998e-05
YDR461C-A	270.183121577689	-0.997794659494383	0.212277780518952	-4.70041969091203	2.59627346237265e-06	9.56092797131881e-05
YJL089W	574.681317082949	-1.10372634043769	0.235272121255789	-4.69127550916969	2.71507068238519e-06	9.94061138857096e-05
YGL154C	345.63624196583	-1.03813780514216	0.221569479955322	-4.68538268606079	2.79437320077871e-06	0.000101721608354784
YPL177C	1745.77337231906	-1.13601701815713	0.243176984974207	-4.67156469711813	2.98913915952586e-06	0.000108189756779639
YLR437C-A	213.060385823562	-1.39488511795552	0.29892316709681	-4.66636671725	3.06572347496978e-06	0.000110331207332151
YOL139C	971.008333508508	0.98836998623308	0.211867488551188	4.66503847754954	3.08559295525411e-06	0.000110418902703839
YBL029C-A	1022.01434350272	-1.4275156335918	0.306945580161112	-4.65071245802761	3.3079027032246e-06	0.000117709301810251
YOL164W-A	148.543215098415	-1.30445913775827	0.280739957043861	-4.64650330324894	3.37608729878603e-06	0.00011946445223749
YLR004C	2608.64425306128	-1.7141815932313	0.369455544337228	-4.63975062630714	3.48829855040483e-06	0.000122749350101468
YGL028C	700.659041736346	1.0558371949306	0.227933975702693	4.63220628550693	3.61789396480814e-06	0.000126606300403838
YHR014W	33.5039113411215	2.56777619010288	0.555296297681141	4.62415506969097	3.76128412075211e-06	0.000129692113305779
YNL191W	149.180195150287	-1.17284782911056	0.253653835485734	-4.62381271256795	3.76750060755658e-06	0.000129692113305779
YOR074C	72.562591934516	2.08922536316557	0.451664233639021	4.62561612712358	3.73486473466438e-06	0.000129692113305779
YNL132W	139.292872530598	1.17901270619941	0.255257668580404	4.6189119909948	3.85757420067893e-06	0.000132074999930272
YHR089C	362.69955363489	1.36663357000926	0.296039076184817	4.61639587456377	3.90461791487388e-06	0.00013296693480006
YBL102W	1176.75349150236	-0.830590014845104	0.180989678382811	-4.58915680864588	4.45040028682091e-06	0.000150742435383549
YKL105C	546.074581002254	-1.12923203035408	0.246474319150272	-4.58154031725147	4.61563594783095e-06	0.000155507649433836
YLR354C	4212.71538703324	0.804738439873385	0.175954014187829	4.57357249613149	4.79477668357351e-06	0.000160227130325515
YML130C	327.43312080254	1.0454001892375	0.228599238774904	4.5730694242026	4.80630798260939e-06	0.000160227130325515
YLL034C	62.4874748240082	1.52721316908822	0.334470942479593	4.56605634488382	4.96985235572744e-06	0.000164811752990459
YGL059W	1422.81866077943	-0.93502664511437	0.204910822471465	-4.56309058661154	5.04060527188478e-06	0.000166287467667282
YHR006W	1291.47404262034	-0.837765428444313	0.183762937417197	-4.55894665278632	5.1410827381188e-06	0.000167879073238308
YIL111W	1686.35135713034	-0.849950267974896	0.186436966996135	-4.55891490657276	5.14185983710638e-06	0.000167879073238308
YJL034W	2289.63851388317	1.30150625808158	0.285916307477101	4.55205325490509	5.31248831179213e-06	0.00017256051777893
YFL056C	633.884913810363	1.30818317941298	0.2882479186107	4.53839592569539	5.66837593394259e-06	0.000183181087579553
YHR183W	1522.85197014157	0.922299199378151	0.203298098675004	4.53668384204889	5.71456756494029e-06	0.000183736400793563
YGR096W	480.096227795316	-1.28013528603102	0.282438859776443	-4.53243327438823	5.83080974967045e-06	0.000185825214145802
YNL061W	524.234641408249	1.30775297623477	0.288549257509022	4.53216545252721	5.83820928560383e-06	0.000185825214145802
YGL073W	1209.26261346933	-0.888144281764417	0.196297552939948	-4.52447964053899	6.0544280518962e-06	0.000191743736403553
YER052C	857.846270421054	-1.19480138771348	0.264248040007361	-4.52151466357212	6.13987058118085e-06	0.000193482289856714
YHR202W	520.785600766631	-0.849681054809098	0.188115955900877	-4.51679418016416	6.27828747561904e-06	0.000196864717181044
YLR194C	3229.77994271159	1.46412587384226	0.324609781356554	4.51041822499506	6.46999395594455e-06	0.000201876560182033
YGR110W	370.677815788868	-1.01856435936854	0.225901862180245	-4.50887987171987	6.51707951653718e-06	0.000202348929694836
YBR081C	322.100272694621	-0.944702165686053	0.209609662227633	-4.50695905735548	6.57633169048519e-06	0.000203192609402601
YIL152W	519.572317584418	-0.853198886185672	0.189619594777477	-4.49952910819644	6.81041543452017e-06	0.000209403744476946
YER091C	7014.02128427061	-1.88119118255101	0.419026554219332	-4.48943190737819	7.1413370344584e-06	0.000218518013411882
YDL110C	3272.72353992396	-0.802140061112624	0.179298524418984	-4.47376833530535	7.68530058254595e-06	0.000234032182162721
YKL023W	545.268314827345	-0.885563885382212	0.198036798619422	-4.47171380044397	7.7595229605726e-06	0.000235161810680703
YGR189C	3616.94897008609	1.33658398501355	0.299368276525905	4.46468143025799	8.01879740217025e-06	0.000241862203549268
YER055C	850.871827873688	-0.819349413020036	0.183720168995154	-4.45976844840399	8.20482472875711e-06	0.000246300283563732
YLL028W	358.88663775056	-0.954858637846951	0.214314891614776	-4.45540032543926	8.37367938343588e-06	0.000250183420823976
YGL075C	188.874060670139	-1.31663642383595	0.295622264553808	-4.45377964282628	8.43716940359794e-06	0.000250896859166147
YPL119C	757.811803292055	-0.832830549605684	0.187761902461665	-4.43556727262988	9.18301482052529e-06	0.000271800074173865
YPR061C	401.258788095788	-1.01335544606681	0.22915050125722	-4.42222661747233	9.76889149725807e-06	0.000287796087179687
YGL015C	25.2706209274173	-1.90983847620203	0.432778380228977	-4.41297108046747	1.01961620664655e-05	0.000297615163728077
YHR193C	1883.47506104945	0.740974154949323	0.167875054239623	4.4138431305682	1.01551555804557e-05	0.000297615163728077
YDR429C	739.017302503126	0.959128799222703	0.2175981217748	4.40779907197609	1.04426351056782e-05	0.00030341124201544
YGL223C	294.119646107045	-1.36218581217429	0.309134684246768	-4.40644767989515	1.05079674749266e-05	0.000303915369799933
YDL100C	793.62097860605	0.851419712274653	0.193413514066516	4.4020694023575	1.07223244304712e-05	0.000308705467920929
YGR163W	616.743691183619	-0.939079887434986	0.213444166276866	-4.39965122409048	1.08424998382246e-05	0.000310752913915451
YLR120W-A	81.631195184788	1.80337280220049	0.41082077821392	4.38968255218448	1.13516249921159e-05	0.000323879246396675
YIL051C	2224.61018828007	-1.14566062385564	0.26177934016021	-4.37643636489606	1.20635389023259e-05	0.000342647782095662
YMR305C	4303.71565300268	1.77739320272501	0.406642702559615	4.37089659186601	1.23737387269714e-05	0.000349889558467128
YIL113W	326.470423956535	-1.07045945271287	0.245445764393903	-4.36128712734658	1.29299555228149e-05	0.000362842012237817
YLR186W	96.500811359691	1.45408117255395	0.333427646954002	4.36100960984361	1.29463679769098e-05	0.000362842012237817
YPR111W	492.416717244848	-1.39952501232574	0.321196159030878	-4.35722835711494	1.31719821041031e-05	0.000367538919151493
YMR260C	639.264995594914	1.03005915544644	0.23652115240179	4.35504032086156	1.33042426824563e-05	0.00036960119802929
YNR069C	212.051015036076	-1.3356180453292	0.307467724285771	-4.34392926422362	1.39956596712573e-05	0.000387111390208489
YHR182C-A	319.521668313032	0.928515785392592	0.21394190654684	4.34003697723104	1.42458742000759e-05	0.000392318987753394
